date,actual_max_temp,actual_min_temp,actual_precipitation,average_max_temp,average_min_temp,record_max_temp,record_min_temp,record_max_temp_year,record_min_temp_year,record_precipitation
1995-02-05,40.0,34.4,0.03,44.8,33.0,42.5,26.0,2018,2013,1.05
1995-02-06,46.5,31.6,0.35,45.3,32.2,55.3,21.2,1956,1952,0.9
1995-02-07,36.9,35.3,0.09,46.3,32.5,45.8,31.3,2003,2013,0.41
1995-02-08,39.9,34.0,0.0,46.0,31.9,48.8,25.4,1987,2002,0.59
1995-02-09,46.9,31.0,0.41,46.0,32.0,49.8,20.1,1959,1987,0.71
1995-02-10,49.5,32.3,0.0,46.8,33.5,54.5,21.2,1973,2004,0.53
1995-02-11,47.1,32.3,0.13,46.9,33.8,52.8,24.8,1955,2003,0.89
1995-02-12,46.0,34.9,0.17,46.1,33.2,56.3,31.4,1988,1985,0.18
1995-02-13,45.3,31.7,0.0,47.3,32.1,57.1,23.2,1956,1992,0.12
1995-02-14,40.2,31.8,0.39,46.0,33.1,46.3,22.5,1997,1981,1.0
1995-02-15,43.8,40.9,0.18,47.2,33.6,51.3,31.4,1982,2009,0.44
1995-02-16,45.1,37.1,0.0,47.3,33.5,47.2,25.8,2016,2019,0.37
1995-02-17,52.1,30.8,0.12,47.9,32.7,54.2,22.7,2007,1969,0.7
1995-02-18,49.1,36.0,0.0,47.7,34.8,51.8,29.4,1988,1975,0.37
1995-02-19,39.8,34.5,0.0,47.6,33.6,49.0,27.5,2013,1968,0.91
1995-02-20,49.3,35.7,0.37,47.8,33.5,53.1,30.5,1953,1967,0.61
1995-02-21,46.3,34.9,0.2,49.4,34.3,55.9,32.3,1986,1979,0.79
1995-02-22,45.2,39.0,0.01,48.3,35.1,51.5,29.8,2018,1985,0.29
1995-02-23,51.2,36.0,0.62,48.7,34.9,61.7,33.8,1980,1991,1.0
1995-02-24,53.3,34.6,0.45,47.6,34.2,64.0,31.9,1989,1973,0.51
1995-02-25,53.0,39.0,0.0,48.4,34.2,63.8,33.6,1994,1982,0.89
1995-02-26,45.2,36.0,0.02,49.3,34.1,52.7,24.7,1990,2019,0.21
1995-02-27,47.8,35.8,0.14,48.4,35.2,57.7,29.0,2021,1983,0.32
1995-02-28,50.9,36.7,0.25,49.7,35.3,59.5,32.5,1981,2012,0.3
1995-03-01,54.0,35.3,0.09,49.3,35.9,57.9,24.4,1963,1999,0.44
1995-03-02,47.7,35.9,0.03,49.3,35.5,53.5,28.2,1997,1958,0.3
1995-03-03,49.2,33.8,0.0,49.7,36.5,60.8,28.1,1994,1984,0.05
1995-03-04,45.3,33.4,0.07,51.0,36.5,55.0,24.2,2019,1983,0.77
1995-03-05,45.1,32.6,0.08,50.6,36.0,49.7,26.2,1964,1981,0.11
1995-03-06,54.3,31.3,0.19,50.2,36.8,59.1,22.0,1960,1987,0.27
1995-03-07,57.0,33.4,0.39,51.3,37.4,61.5,29.2,1966,2004,0.7
1995-03-08,50.8,36.3,0.15,51.5,36.5,56.1,32.8,1976,1994,0.37
1995-03-09,55.8,37.5,0.0,51.1,37.0,67.1,30.9,1980,1951,0.16
1995-03-10,53.2,36.3,0.19,52.0,37.2,59.5,31.1,1982,2014,0.6
1995-03-11,48.9,28.6,0.14,52.3,37.3,54.5,20.5,1951,2004,0.51
1995-03-12,53.6,43.7,0.07,52.4,38.1,58.0,33.8,1972,1989,0.35
1995-03-13,59.1,42.0,0.09,51.9,38.3,70.1,31.0,2011,1991,0.84
1995-03-14,52.3,39.8,0.07,51.9,38.3,63.9,30.2,2003,1953,0.41
1995-03-15,59.7,45.5,0.45,51.8,38.5,65.0,40.1,1986,2017,2.38
1995-03-16,41.1,34.8,0.32,52.6,38.2,49.3,25.5,1951,1993,1.13
1995-03-17,56.8,45.9,0.16,53.0,38.9,68.4,38.6,1985,1984,0.22
1995-03-18,53.8,35.2,0.44,53.2,38.2,60.8,24.2,1962,1954,0.6
1995-03-19,52.3,40.0,0.39,53.6,40.3,58.9,30.9,1953,1961,0.77
1995-03-20,54.3,34.5,0.47,54.7,40.0,61.5,31.0,1960,1979,0.79
1995-03-21,45.1,39.6,0.0,53.9,40.0,47.5,36.8,1989,1950,0.02
1995-03-22,53.3,41.2,0.0,54.3,39.9,58.3,33.7,1966,2010,0.38
1995-03-23,56.2,39.3,0.0,53.6,40.1,65.1,33.7,1988,1976,0.46
1995-03-24,61.4,42.8,0.24,55.9,39.3,73.1,39.1,1988,2018,0.55
1995-03-25,52.7,40.7,0.06,54.4,39.7,60.4,30.7,2018,1951,1.07
1995-03-26,51.6,38.5,0.21,54.9,39.9,55.5,32.8,1979,1952,0.62
1995-03-27,53.2,38.6,0.0,55.8,40.7,59.5,35.7,2020,1964,0.77
1995-03-28,59.9,44.0,0.32,55.9,40.8,66.8,39.4,2011,1951,0.76
1995-03-29,57.5,38.6,0.29,56.8,41.5,61.0,29.9,2013,1954,1.49
1995-03-30,53.8,44.8,0.04,56.6,40.8,59.1,36.3,1995,1998,0.16
1995-03-31,58.8,46.2,0.04,56.4,42.0,65.2,41.6,2004,1995,0.93
1995-04-01,57.1,35.4,0.23,57.2,41.3,61.8,30.0,2010,2002,0.53
1995-04-02,61.3,46.3,0.14,57.5,41.7,66.8,43.8,1951,1992,0.74
1995-04-03,54.0,50.0,0.15,56.9,42.6,58.8,38.5,2013,1989,0.57
1995-04-04,56.0,43.3,0.0,57.9,42.6,64.1,38.1,1979,1993,0.06
1995-04-05,55.9,44.9,0.35,57.6,41.9,63.7,33.6,1991,1970,0.64
1995-04-06,51.3,46.7,0.0,57.9,43.3,58.8,36.6,1995,1979,0.56
1995-04-07,59.5,41.9,0.0,58.2,43.0,62.5,36.6,1960,1953,1.14
1995-04-08,59.6,43.9,0.0,58.2,42.1,63.4,34.9,2020,2010,0.12
1995-04-09,58.7,38.4,0.37,58.4,43.0,61.8,31.7,1968,1989,0.59
1995-04-10,57.8,44.1,0.0,59.4,43.4,60.5,32.4,2006,1982,0.22
1995-04-11,52.7,45.7,0.02,58.3,43.2,57.2,37.3,2013,1986,0.39
1995-04-12,57.5,46.0,0.05,58.8,44.7,61.4,38.8,1987,2021,1.04
1995-04-13,58.0,48.3,0.0,59.9,44.0,67.3,39.9,1956,1957,0.25
1995-04-14,56.2,41.5,0.11,59.8,44.6,65.2,37.3,1985,1981,0.19
1995-04-15,59.3,42.6,0.1,60.5,44.7,63.3,37.5,1963,1974,0.45
1995-04-16,62.1,52.0,0.0,60.5,45.2,65.8,42.9,2018,1956,0.02
1995-04-17,69.0,44.5,0.01,59.8,45.9,72.5,41.6,1988,1966,0.22
1995-04-18,61.5,46.0,0.2,60.8,45.6,66.7,41.0,1976,1988,0.56
1995-04-19,62.2,45.2,0.0,61.2,46.3,67.1,37.0,1975,2015,0.36
1995-04-20,60.9,42.5,0.15,61.3,46.0,63.2,30.5,2021,1977,1.01
1995-04-21,52.8,52.0,0.0,61.2,45.9,60.5,40.7,1980,1965,0.81
1995-04-22,61.6,44.0,0.0,61.5,46.2,72.5,33.7,1963,1985,0.17
1995-04-23,62.2,41.9,0.0,61.6,44.9,69.6,34.9,2009,1994,0.18
1995-04-24,73.2,44.7,0.0,61.5,46.2,75.9,34.6,1957,1978,2.0
1995-04-25,61.5,39.0,0.0,61.6,46.5,69.5,31.4,1987,2020,0.25
1995-04-26,63.9,44.3,0.0,62.8,47.0,70.8,37.7,1992,1978,0.08
1995-04-27,62.6,43.3,0.0,62.4,46.9,73.7,39.1,1981,1968,0.53
1995-04-28,57.8,49.5,0.12,63.3,47.3,63.4,38.0,1994,2007,0.26
1995-04-29,68.4,44.8,0.0,62.9,46.7,77.9,36.8,2008,2017,0.46
1995-04-30,66.8,50.9,0.0,62.8,46.7,69.2,42.1,1950,1964,0.86
1995-05-01,67.2,53.0,0.0,63.4,47.1,76.4,49.6,1982,1971,0.1
1995-05-02,59.8,50.9,0.0,64.9,48.7,62.2,44.6,1980,2002,0.3
1995-05-03,70.4,47.3,0.03,64.0,47.4,75.8,35.6,1955,1972,0.27
1995-05-04,58.0,48.8,0.0,64.6,47.8,69.5,39.2,1982,2013,3.7
1995-05-05,67.1,42.6,0.0,64.6,48.5,76.2,31.8,2019,2002,0.62
1995-05-06,74.6,48.1,0.04,64.0,47.8,85.8,42.1,1996,1990,0.08
1995-05-07,60.4,45.5,0.0,65.6,48.3,67.4,42.8,1967,2020,0.13
1995-05-08,62.5,51.6,0.6,65.0,49.3,70.6,46.1,2012,1994,0.69
1995-05-09,65.7,58.9,0.0,64.6,48.9,72.9,53.1,1991,1995,0.01
1995-05-10,63.2,51.2,0.0,65.2,50.1,70.0,46.2,1957,1959,0.19
1995-05-11,58.7,41.9,0.0,65.6,48.6,66.5,34.6,1955,1979,0.2
1995-05-12,66.2,48.2,0.05,66.2,49.4,68.6,44.3,1996,2019,0.18
1995-05-13,61.3,50.2,0.02,65.7,49.5,65.1,38.8,1980,1984,0.42
1995-05-14,68.4,50.2,0.0,67.5,49.9,72.5,39.2,1976,1998,0.12
1995-05-15,62.3,47.3,0.0,65.9,49.4,68.1,42.7,2008,1975,1.42
1995-05-16,73.6,51.2,0.2,66.9,49.9,79.9,42.6,1953,2017,0.86
1995-05-17,63.2,45.6,0.47,65.8,50.8,72.6,38.6,1957,1958,0.53
1995-05-18,65.5,46.9,0.0,66.9,50.4,69.1,42.4,1973,1952,0.16
1995-05-19,70.8,53.1,0.0,67.3,50.1,78.5,42.1,1954,1984,2.02
1995-05-20,61.7,46.9,0.08,66.7,51.8,66.5,42.6,1997,1991,0.19
1995-05-21,68.5,53.0,0.05,68.2,51.0,75.6,44.7,1963,1976,0.11
1995-05-22,73.5,45.9,0.0,67.8,51.4,81.7,40.5,1960,2020,0.13
1995-05-23,60.5,57.9,0.0,67.6,51.6,68.3,47.7,1971,1981,0.63
1995-05-24,68.7,48.4,0.0,68.1,51.3,72.9,40.2,1963,1958,0.36
1995-05-25,69.2,50.6,0.0,67.7,51.1,78.3,40.3,1969,2016,0.03
1995-05-26,71.7,52.9,0.0,68.8,51.7,80.3,47.4,1950,1958,0.22
1995-05-27,62.8,49.6,0.0,68.8,51.4,74.1,47.5,1970,1976,0.05
1995-05-28,62.5,52.4,0.0,68.7,52.0,70.9,48.2,2000,1981,0.17
1995-05-29,71.0,54.1,0.0,68.9,51.9,80.2,44.0,2005,2014,0.09
1995-05-30,70.1,55.7,0.02,68.0,52.6,80.2,50.6,1985,1971,0.14
1995-05-31,70.0,55.2,0.0,69.6,51.6,73.1,50.0,1951,1999,0.75
1995-06-01,70.6,51.6,0.0,68.9,52.6,79.5,45.1,1989,1951,0.77
1995-06-02,66.1,51.8,0.0,69.6,52.7,71.3,47.1,1978,1975,0.66
1995-06-03,70.3,61.4,0.0,69.6,52.4,80.5,51.4,1997,1962,0.58
1995-06-04,70.7,56.2,0.0,69.9,52.9,77.5,51.0,1965,1957,0.14
1995-06-05,66.3,49.2,0.05,68.9,52.9,74.1,41.2,1954,2012,0.34
1995-06-06,78.0,53.2,0.74,69.1,53.1,82.6,46.7,2006,2001,1.05
1995-06-07,71.8,51.6,0.0,70.8,53.2,80.3,46.7,1962,1970,0.38
1995-06-08,64.4,52.4,0.0,69.0,53.0,66.8,47.8,1954,2006,0.97
1995-06-09,72.8,48.4,0.0,69.3,52.7,82.3,41.4,1958,1974,1.1
1995-06-10,65.6,51.6,0.0,70.0,52.8,69.2,47.5,1998,1973,0.12
1995-06-11,73.6,60.1,0.0,70.1,53.1,77.9,54.6,1968,2001,0.28
1995-06-12,75.4,55.5,0.0,69.9,53.7,77.4,53.1,1954,1995,0.08
1995-06-13,66.5,43.9,0.0,70.5,53.6,71.7,34.0,1957,1987,0.52
1995-06-14,74.6,58.0,0.09,70.7,53.9,80.5,55.6,1968,2012,0.51
1995-06-15,72.2,57.6,0.0,70.4,54.0,76.6,46.9,1952,1986,0.95
1995-06-16,74.2,52.2,0.16,70.3,53.4,78.5,49.7,1972,2019,0.53
1995-06-17,79.1,56.3,0.0,70.5,54.6,90.0,45.8,1992,1996,0.76
1995-06-18,69.5,50.4,0.04,70.3,53.6,74.7,41.9,1959,1978,0.23
1995-06-19,67.3,51.9,0.0,69.8,53.4,76.5,44.8,1970,1964,0.59
1995-06-20,66.7,59.4,0.0,70.8,53.9,71.1,56.0,1968,1956,0.02
1995-06-21,67.1,52.7,0.0,71.1,54.0,77.2,48.2,2015,1971,0.08
1995-06-22,70.4,46.7,0.0,70.7,53.4,79.2,37.8,1975,1981,0.3
1995-06-23,72.4,53.6,0.0,69.7,53.8,81.9,46.5,1986,1991,1.09
1995-06-24,72.1,53.6,0.06,70.6,53.6,78.5,46.4,1989,2012,1.14
1995-06-25,74.6,58.5,0.17,71.3,54.0,85.4,55.1,1973,1950,0.63
1995-06-26,71.0,54.0,0.24,70.2,54.3,76.7,47.2,1967,1953,0.31
1995-06-27,77.5,52.4,0.24,71.3,53.8,85.5,44.5,1966,2020,0.81
1995-06-28,69.8,57.9,0.0,70.7,54.3,78.2,54.7,1992,1956,0.1
1995-06-29,83.2,54.5,0.0,71.0,53.3,94.8,42.7,1986,2013,0.22
1995-06-30,73.8,51.2,0.0,70.6,54.4,77.2,40.9,1968,2016,0.19
1995-07-01,67.2,58.4,0.0,70.4,53.8,70.5,53.2,1969,1961,1.08
1995-07-02,66.2,54.8,0.0,71.7,53.8,72.8,47.1,1976,1953,0.59
1995-07-03,73.2,54.0,0.2,71.4,54.2,84.4,46.4,1953,1960,0.24
1995-07-04,70.0,54.7,0.09,71.3,54.2,72.2,51.6,1980,2015,1.02
1995-07-05,74.2,49.9,0.0,71.4,53.9,79.0,43.6,2009,2007,0.28
1995-07-06,73.1,52.0,0.0,71.2,53.5,78.0,47.9,1986,1966,0.7
1995-07-07,70.7,54.0,0.0,71.4,53.7,75.7,48.7,2014,1968,0.75
1995-07-08,67.1,53.2,0.0,70.6,54.0,69.4,41.8,1961,1965,3.32
1995-07-09,64.1,58.8,0.1,71.6,54.2,74.4,51.3,1991,1968,0.31
1995-07-10,68.9,54.7,0.0,71.5,53.5,71.0,52.1,1990,2015,1.0
1995-07-11,74.7,57.1,0.02,71.0,53.6,81.5,48.4,1973,1999,0.19
1995-07-12,71.8,53.9,0.0,70.7,54.0,74.4,41.9,1986,1972,2.71
1995-07-13,65.2,57.8,0.0,70.2,53.8,75.2,54.2,1992,1984,0.26
1995-07-14,71.5,55.3,0.0,70.8,53.8,81.0,46.5,2017,1959,0.54
1995-07-15,72.4,53.8,0.81,71.5,52.4,81.6,43.5,1957,1984,3.41
1995-07-16,66.7,53.6,0.37,70.0,53.5,76.0,43.2,1958,1999,0.48
1995-07-17,71.3,50.0,0.18,71.1,54.1,82.7,40.9,1988,2000,0.67
1995-07-18,70.8,55.5,0.0,70.3,53.3,77.0,44.4,1950,2008,3.21
1995-07-19,65.3,53.4,0.0,70.2,53.8,75.9,51.1,1952,1989,1.44
1995-07-20,72.0,51.6,0.0,69.8,52.9,75.8,48.9,1958,1989,0.12
1995-07-21,72.8,57.6,0.0,69.9,52.6,79.4,54.3,1997,1978,0.05
1995-07-22,75.1,48.6,0.19,70.5,53.5,77.2,46.2,2002,1962,0.47
1995-07-23,74.9,51.7,0.04,70.5,53.2,79.7,48.5,1996,2009,0.76
1995-07-24,63.9,57.1,0.1,70.2,53.0,70.5,46.9,1996,1965,0.88
1995-07-25,65.8,54.3,0.31,69.7,53.5,76.9,43.4,2012,1975,0.78
1995-07-26,72.2,52.9,0.0,69.3,52.9,77.4,47.5,1960,1995,0.48
1995-07-27,72.1,53.9,0.02,69.8,52.6,80.8,42.3,1998,2019,0.08
1995-07-28,72.0,53.6,0.0,69.5,52.5,82.4,47.4,1990,1973,0.29
1995-07-29,86.9,47.0,0.0,69.7,52.3,92.2,43.3,2004,1971,0.43
1995-07-30,72.1,51.4,0.0,69.3,52.9,75.7,42.6,1952,1999,0.58
1995-07-31,74.5,58.7,0.0,69.2,52.4,82.4,52.5,1963,1981,0.05
1995-08-01,73.5,50.0,0.0,69.3,53.1,78.4,47.8,2016,2004,0.59
1995-08-02,72.1,51.2,0.0,69.3,50.9,80.6,39.5,1955,1971,1.42
1995-08-03,67.6,50.2,0.0,69.6,52.7,70.9,42.3,1965,2006,0.77
1995-08-04,72.3,51.9,0.7,68.7,52.4,75.8,43.7,2001,1966,1.19
1995-08-05,65.3,49.9,0.0,69.0,52.0,74.0,38.0,1981,1950,0.05
1995-08-06,67.6,53.8,0.25,69.5,51.3,79.3,43.5,1983,1970,1.04
1995-08-07,66.3,52.6,0.0,68.8,51.0,70.8,47.0,1967,1963,0.54
1995-08-08,68.7,54.7,0.0,68.9,52.1,77.9,52.2,2002,2016,0.4
1995-08-09,78.6,47.6,0.05,67.9,51.7,85.9,43.4,1986,1969,0.86
1995-08-10,59.7,50.2,0.13,67.7,51.6,70.1,44.7,1950,2000,0.69
1995-08-11,71.0,50.5,0.21,67.8,51.3,76.9,38.9,1978,2013,0.53
1995-08-12,60.5,52.9,0.0,67.7,51.6,72.2,42.1,1963,1958,0.13
1995-08-13,65.5,48.1,0.0,68.1,50.8,68.3,45.9,1973,1980,0.35
1995-08-14,72.3,54.4,0.0,67.1,50.8,84.2,42.6,1973,1995,0.08
1995-08-15,67.6,55.3,0.0,67.2,50.7,78.0,50.7,1965,1995,0.03
1995-08-16,62.3,46.9,0.03,67.6,50.5,72.9,37.2,1978,2021,0.16
1995-08-17,63.7,48.7,0.0,67.0,51.2,74.2,45.5,1958,1981,0.23
1995-08-18,69.8,48.4,0.0,66.7,49.7,80.5,44.2,1985,1974,0.52
1995-08-19,63.3,60.2,0.0,66.7,49.2,73.5,53.2,1968,1971,0.35
1995-08-20,67.4,48.4,0.0,65.8,49.3,78.4,39.4,1965,1990,0.66
1995-08-21,66.4,56.3,0.0,65.6,50.2,73.1,50.8,1958,1955,0.67
1995-08-22,63.1,45.0,0.12,65.2,49.7,74.5,34.2,1993,2009,0.73
1995-08-23,75.5,45.8,0.0,66.0,48.8,81.4,34.4,2002,1962,0.4
1995-08-24,68.5,46.8,0.06,66.1,49.5,77.8,43.6,2021,1958,0.6
1995-08-25,56.4,46.1,0.0,65.9,49.1,65.5,36.9,1992,1965,1.9
1995-08-26,66.1,48.1,0.08,65.8,49.4,76.4,44.8,1990,2010,0.69
1995-08-27,62.1,46.3,0.0,65.8,49.3,71.5,40.8,1960,2001,0.68
1995-08-28,68.7,45.7,0.0,65.0,50.0,71.1,35.5,1962,2018,0.17
1995-08-29,61.1,53.0,0.0,64.7,48.0,70.5,47.6,1992,1955,0.33
1995-08-30,64.0,53.1,0.0,65.2,47.5,66.2,42.0,1992,1969,0.29
1995-08-31,66.6,51.9,0.0,63.9,48.5,73.9,45.7,2003,1969,0.22
1995-09-01,68.0,50.1,0.0,63.5,48.6,78.4,45.0,1999,2006,0.31
1995-09-02,58.5,48.3,0.19,63.7,47.2,68.8,36.4,1961,1998,0.65
1995-09-03,62.2,45.8,0.0,63.4,47.1,72.6,39.4,2004,1964,0.49
1995-09-04,61.3,43.9,0.0,63.5,47.7,69.4,34.5,1988,2006,0.91
1995-09-05,60.3,48.7,0.0,62.8,48.2,64.1,40.7,1958,1957,0.53
1995-09-06,71.0,42.7,0.0,63.2,46.7,78.1,38.7,1959,1955,1.02
1995-09-07,64.6,43.2,0.21,62.5,47.0,71.8,36.2,1964,1998,0.74
1995-09-08,56.9,51.2,0.38,63.2,45.8,62.2,48.4,1986,1989,0.6
1995-09-09,66.5,53.8,0.0,61.7,46.5,72.7,44.7,2000,1980,0.5
1995-09-10,71.7,47.9,0.0,62.1,46.3,82.4,40.7,1952,2020,0.65
1995-09-11,66.6,50.4,0.0,61.7,46.9,73.7,47.2,1973,1967,0.58
1995-09-12,54.9,45.1,0.0,61.8,45.6,63.9,35.4,1958,2001,0.95
1995-09-13,59.3,40.7,0.1,61.9,46.1,66.2,30.7,1982,1984,1.28
1995-09-14,66.9,48.0,0.0,61.3,45.2,75.1,38.6,1963,1979,0.2
1995-09-15,57.8,47.6,0.0,60.9,45.5,60.8,42.3,1952,1999,0.04
1995-09-16,62.8,45.5,0.25,61.1,46.3,74.1,36.3,2005,1952,0.78
1995-09-17,64.0,44.1,0.0,60.9,45.9,70.4,36.3,2019,2014,0.06
1995-09-18,56.1,48.5,0.0,60.4,45.8,65.6,41.1,1984,1952,1.08
1995-09-19,59.8,40.9,0.04,60.2,44.8,68.5,32.4,1966,1954,0.9
1995-09-20,45.3,41.5,0.01,60.1,44.3,55.2,33.2,2018,2002,0.64
1995-09-21,55.0,40.4,0.02,58.8,44.4,57.3,30.4,2011,1986,1.32
1995-09-22,58.2,44.3,0.0,59.2,44.2,69.6,32.5,1965,1961,1.09
1995-09-23,53.5,39.7,0.1,59.3,44.0,63.8,30.4,1962,1951,1.38
1995-09-24,66.2,41.0,0.04,58.7,43.2,76.6,34.6,1961,1978,0.7
1995-09-25,52.2,40.7,0.35,58.5,43.0,58.9,34.1,1959,2006,0.58
1995-09-26,56.4,42.2,0.25,58.6,42.9,66.4,39.9,2001,1977,0.27
1995-09-27,58.8,37.4,0.0,58.3,43.5,66.5,33.8,1988,1992,0.03
1995-09-28,64.4,43.1,0.0,58.1,43.4,71.5,38.8,1990,2021,0.79
1995-09-29,51.2,47.3,0.05,57.3,44.2,61.1,35.4,1977,1956,0.16
1995-09-30,62.7,42.9,0.0,56.7,42.6,71.0,33.3,1966,1954,0.19
1995-10-01,57.3,48.0,0.0,57.6,41.8,60.0,44.6,1951,2014,0.44
1995-10-02,52.6,47.0,0.27,56.6,41.7,57.7,40.1,1964,1990,0.34
1995-10-03,58.8,44.7,0.02,56.3,41.7,67.0,40.6,2015,2008,2.13
1995-10-04,57.4,41.8,0.0,56.0,42.3,68.4,36.9,1983,2010,0.85
1995-10-05,53.5,41.4,0.0,56.8,41.7,64.9,33.4,1986,2016,0.44
1995-10-06,56.3,44.0,0.0,56.1,40.4,66.7,36.1,1997,2003,1.2
1995-10-07,54.0,39.5,0.04,55.9,40.9,58.6,28.7,1962,2003,0.38
1995-10-08,56.0,33.6,0.0,55.8,40.0,62.8,29.9,1991,2008,1.14
1995-10-09,58.3,42.4,0.13,55.2,40.8,64.6,35.4,1956,1998,1.0
1995-10-10,62.2,36.0,0.0,55.5,39.9,68.6,28.0,1984,2001,0.01
1995-10-11,49.2,36.5,0.0,54.2,39.8,51.7,25.2,2010,1983,0.8
1995-10-12,64.2,39.9,0.0,54.0,39.0,67.9,32.8,2004,1977,0.77
1995-10-13,45.6,39.4,0.0,53.7,40.1,49.1,33.9,2014,2007,0.19
1995-10-14,53.4,34.1,0.02,54.3,40.1,61.6,29.2,1968,1964,0.36
1995-10-15,56.5,39.9,0.0,54.1,38.9,62.6,35.8,1970,1968,0.07
1995-10-16,54.9,42.8,0.06,53.4,39.0,60.1,31.2,2010,1981,0.61
1995-10-17,50.6,34.6,0.0,53.3,38.6,57.0,26.6,1967,1951,0.56
1995-10-18,52.2,43.5,0.04,53.8,38.6,57.5,38.5,1969,2005,2.03
1995-10-19,50.7,32.6,0.24,52.6,38.1,60.3,23.1,2011,1995,0.88
1995-10-20,50.1,46.4,0.31,52.8,37.7,53.7,41.5,1980,1978,0.61
1995-10-21,56.3,36.6,0.0,52.1,38.8,58.9,29.5,1970,2013,0.1
1995-10-22,53.9,38.5,0.07,52.8,36.6,62.4,36.2,1997,1951,0.84
1995-10-23,48.9,30.5,0.33,52.3,38.0,53.2,20.1,1956,1986,0.55
1995-10-24,55.8,37.3,0.0,51.1,37.7,64.3,25.7,1990,2011,1.44
1995-10-25,53.0,38.2,0.0,51.4,38.2,55.5,27.6,1981,2001,0.16
1995-10-26,55.0,36.8,0.23,50.3,37.0,59.5,33.1,1956,2012,0.34
1995-10-27,54.0,34.8,0.08,51.6,36.8,57.5,24.6,1989,1960,0.56
1995-10-28,47.2,33.2,0.16,51.9,36.4,52.1,27.7,2001,2016,1.4
1995-10-29,48.2,40.9,0.88,49.6,36.8,53.5,29.5,2007,1998,0.96
1995-10-30,53.9,36.5,0.0,49.7,36.0,60.8,31.5,1950,2019,0.02
1995-10-31,53.0,42.1,0.48,50.3,35.6,60.2,39.2,2005,1985,2.19
1995-11-01,50.0,34.1,0.07,50.0,35.7,58.3,23.5,1983,1974,0.14
1995-11-02,50.4,34.2,0.14,49.6,35.4,55.7,31.1,2014,1958,0.61
1995-11-03,55.4,38.8,0.0,48.8,35.2,62.7,31.4,2003,1959,0.11
