date,actual_max_temp,actual_min_temp,actual_precipitation,average_max_temp,average_min_temp,record_max_temp,record_min_temp,record_max_temp_year,record_min_temp_year,record_precipitation
1995-04-19,92.8,70.6,0.0,94.2,67.6,98.7,60.8,1985,1997,1.16
1995-04-20,97.9,68.6,0.0,93.4,67.4,105.1,60.8,1968,2007,0.96
1995-04-21,100.5,69.4,0.0,94.5,67.7,116.7,64.5,1973,1962,0.75
1995-04-22,95.9,72.0,0.09,94.2,67.9,105.5,69.2,2006,1980,0.92
1995-04-23,95.6,73.1,0.0,94.9,69.6,99.0,65.6,2019,1996,0.44
1995-04-24,92.9,70.9,0.0,95.7,68.1,105.8,60.8,1960,1988,1.64
1995-04-25,92.1,75.4,0.0,95.9,69.8,97.1,72.9,1998,2012,0.24
1995-04-26,101.3,75.6,0.35,95.7,69.5,108.8,70.7,1956,2017,0.77
1995-04-27,90.0,72.9,0.0,96.4,70.1,94.1,62.6,1986,1984,1.08
1995-04-28,90.4,72.4,0.0,96.6,69.8,101.5,62.0,1984,2005,0.06
1995-04-29,94.4,71.0,0.0,96.6,69.9,105.9,62.3,1968,1978,0.93
1995-04-30,100.8,69.9,0.0,97.1,70.8,111.9,59.8,1954,1981,2.22
1995-05-01,97.4,66.0,0.0,97.7,70.1,101.2,55.6,1980,1973,0.7
1995-05-02,94.7,75.7,0.0,97.6,71.3,98.3,64.9,1965,2011,0.35
1995-05-03,102.6,71.1,0.0,98.3,71.1,110.7,63.5,1974,2016,0.17
1995-05-04,102.7,72.5,0.0,98.1,71.5,119.5,60.7,2007,2010,1.67
1995-05-05,100.2,73.0,0.0,98.3,72.4,112.0,66.7,2011,2013,0.49
1995-05-06,97.3,74.0,0.0,99.4,72.2,110.3,70.4,2011,1992,0.15
1995-05-07,105.8,72.2,0.0,99.9,72.4,112.0,67.4,1981,1951,0.7
1995-05-08,105.5,70.8,0.0,99.8,72.4,118.1,60.1,2021,1958,0.36
1995-05-09,102.2,72.2,0.0,99.7,73.0,114.0,64.8,2001,2020,0.38
1995-05-10,107.8,74.5,0.0,100.6,73.0,118.5,63.1,1998,2006,2.46
1995-05-11,98.3,66.8,0.0,100.4,72.5,112.2,55.1,1989,1959,0.84
1995-05-12,95.6,76.1,0.23,100.3,73.1,106.7,64.5,1959,2016,0.25
1995-05-13,102.3,78.1,0.0,100.9,72.9,107.0,73.7,2021,2011,0.69
1995-05-14,91.3,78.4,0.0,101.1,73.7,98.3,70.8,1989,1956,0.49
1995-05-15,107.3,73.7,0.0,102.0,73.9,123.8,61.9,1988,2021,0.08
1995-05-16,96.5,77.4,0.0,102.2,74.0,101.3,72.5,2006,1983,2.34
1995-05-17,100.3,76.8,0.0,102.0,74.4,107.0,69.6,2021,1967,0.68
1995-05-18,102.8,69.1,0.0,101.9,74.2,112.3,57.4,1996,1955,2.0
1995-05-19,102.0,75.4,0.0,103.0,74.6,108.0,71.2,1968,2009,0.54
1995-05-20,103.2,72.8,0.0,102.3,74.8,111.8,68.5,1960,2009,0.09
1995-05-21,102.4,79.5,0.0,102.4,74.8,111.9,73.7,1989,2002,0.28
1995-05-22,109.0,70.1,0.0,103.1,74.9,112.9,66.9,1967,1982,3.37
1995-05-23,103.4,80.2,0.0,102.1,75.4,112.8,75.2,1997,1951,1.49
1995-05-24,103.7,74.4,0.0,103.5,75.0,114.0,69.3,1956,1982,0.39
1995-05-25,104.0,77.6,0.0,103.7,75.0,109.3,72.2,1987,1951,1.4
1995-05-26,104.3,73.8,0.0,103.8,75.0,119.2,70.5,1962,1970,0.46
1995-05-27,104.1,73.1,0.0,104.5,75.6,121.1,68.8,1995,2001,0.56
1995-05-28,96.1,76.9,0.0,104.9,76.5,99.6,71.2,1971,1972,0.81
1995-05-29,99.3,78.3,0.0,104.3,76.0,108.9,74.6,2018,1968,2.14
1995-05-30,110.6,78.8,0.0,104.8,77.1,122.4,74.3,1990,1966,0.22
1995-05-31,108.6,73.7,0.0,104.8,76.3,118.4,67.9,1960,1996,0.92
1995-06-01,107.9,77.8,0.0,105.3,76.1,124.3,71.3,1993,1992,1.15
1995-06-02,103.9,78.7,0.0,105.4,76.2,116.5,75.7,1981,2021,0.08
1995-06-03,106.2,74.8,0.0,105.8,77.3,111.6,68.1,2012,2015,0.71
1995-06-04,106.7,76.1,0.0,105.8,77.2,124.2,70.2,2021,1994,0.52
1995-06-05,107.4,73.0,0.0,106.0,77.6,121.0,65.7,1978,1966,0.03
1995-06-06,104.5,74.9,0.51,105.7,76.7,108.1,72.5,1986,2018,1.31
1995-06-07,102.9,78.6,0.0,106.1,77.0,118.4,68.8,1997,1981,0.94
1995-06-08,108.8,80.0,0.0,105.9,78.1,119.8,74.7,2010,2021,1.28
1995-06-09,101.8,68.2,0.0,106.2,78.1,116.1,58.4,1957,2001,0.12
1995-06-10,104.4,75.8,0.0,107.0,77.5,119.5,66.4,2008,1962,0.05
1995-06-11,109.1,74.7,0.0,106.8,77.8,116.0,66.7,1960,2012,0.18
1995-06-12,107.2,76.7,0.0,106.6,78.4,124.3,70.9,1961,1966,1.61
1995-06-13,103.2,85.5,0.0,107.1,78.3,114.4,75.1,2015,1977,0.27
1995-06-14,102.1,73.7,0.0,106.6,78.1,117.2,68.3,1981,2000,0.89
1995-06-15,109.5,77.8,0.0,107.3,78.2,126.9,72.6,1972,2007,1.51
1995-06-16,105.9,77.8,0.0,107.0,78.3,123.0,69.3,1968,1972,0.48
1995-06-17,101.7,79.8,0.0,107.1,78.3,108.1,72.2,1976,1988,0.1
1995-06-18,104.5,80.8,0.0,107.0,79.3,110.9,71.7,1972,1989,0.06
1995-06-19,111.8,79.3,0.0,107.3,78.2,117.8,72.4,2013,2018,1.29
1995-06-20,108.8,75.1,0.0,108.3,78.8,113.5,72.0,1980,2014,0.93
1995-06-21,110.8,76.1,0.0,107.3,78.5,114.3,69.2,2017,1967,0.6
1995-06-22,108.9,75.8,0.0,107.9,79.2,125.4,67.8,1997,2021,0.14
1995-06-23,116.4,80.7,0.1,107.3,78.6,121.1,75.4,1986,1980,3.12
1995-06-24,107.2,75.7,0.0,108.2,78.7,120.5,68.9,1993,2013,0.05
1995-06-25,110.3,78.9,0.0,108.4,78.5,116.1,71.4,1996,1977,2.21
1995-06-26,105.0,79.0,0.0,107.7,78.6,120.9,72.5,2008,1958,0.55
1995-06-27,104.9,78.3,0.0,106.8,79.1,113.1,73.8,1970,1956,0.31
1995-06-28,109.0,82.6,0.0,108.1,79.1,124.2,72.0,1993,1957,1.47
1995-06-29,112.0,81.1,0.0,108.3,79.4,129.6,69.8,1981,1978,1.23
1995-06-30,110.0,79.9,0.0,108.6,78.6,117.2,72.9,1954,2010,0.14
1995-07-01,113.8,79.7,0.01,107.6,79.5,118.3,76.0,1968,2007,3.01
1995-07-02,106.6,77.5,0.2,107.9,79.2,122.9,68.8,2010,1975,0.26
1995-07-03,101.5,75.8,0.0,107.4,78.9,113.1,68.3,1986,2009,0.62
1995-07-04,109.4,75.2,0.0,108.0,79.0,119.8,70.5,1979,1966,0.04
1995-07-05,104.7,74.7,0.0,108.5,77.7,111.3,65.8,1986,1955,0.23
1995-07-06,104.5,86.1,0.0,107.8,78.8,113.7,74.5,1983,2021,0.67
1995-07-07,111.3,79.6,0.0,107.5,79.4,127.5,68.0,1985,1992,0.01
1995-07-08,106.9,78.9,0.0,108.1,79.1,119.1,67.5,1970,2009,0.09
1995-07-09,109.1,83.2,0.0,108.0,78.8,120.7,73.1,1978,1954,1.04
1995-07-10,116.9,80.9,0.0,108.1,79.0,120.2,77.3,1961,1979,0.04
1995-07-11,106.9,83.4,0.69,107.9,78.9,114.7,78.5,1990,2011,0.93
1995-07-12,111.5,77.3,0.57,108.0,78.8,127.9,66.3,1972,2010,1.56
1995-07-13,108.5,75.9,0.0,107.8,79.0,124.1,65.1,2005,1995,0.07
1995-07-14,112.7,79.2,0.0,107.9,78.9,124.4,71.4,1965,1984,0.48
1995-07-15,108.0,74.2,0.26,107.0,78.5,112.9,67.0,1985,2018,0.77
1995-07-16,109.2,77.9,0.0,107.4,78.5,125.6,73.5,2021,1973,1.2
1995-07-17,102.4,76.3,1.07,107.4,78.4,115.3,68.9,1990,1991,1.48
1995-07-18,109.1,78.1,0.41,107.1,78.7,126.5,69.0,1977,1952,1.24
1995-07-19,99.6,79.5,0.0,107.6,78.1,116.2,74.5,1960,1967,0.74
1995-07-20,112.8,81.0,0.0,107.0,78.2,119.4,75.9,1950,1957,0.54
1995-07-21,106.3,73.1,0.02,107.1,78.3,117.0,67.7,2019,1958,1.46
1995-07-22,101.7,73.3,0.0,106.7,78.0,112.2,70.1,1999,1998,0.6
1995-07-23,114.2,80.1,0.0,106.0,78.0,120.7,75.2,2008,2006,0.0
1995-07-24,109.8,80.9,0.28,106.5,78.2,117.5,69.3,1977,1979,0.86
1995-07-25,101.9,74.2,0.0,106.4,78.5,119.3,66.0,1994,1957,0.14
1995-07-26,106.8,76.8,0.56,106.5,77.3,110.6,74.1,1997,2007,1.08
1995-07-27,97.2,76.0,0.16,105.8,77.3,112.9,64.7,1984,2014,0.59
1995-07-28,106.7,79.0,0.0,106.3,76.8,120.5,73.3,1992,1989,0.38
1995-07-29,102.5,75.9,0.0,106.9,77.4,106.6,69.1,1976,1955,0.86
1995-07-30,110.7,79.5,0.23,106.1,77.9,120.8,76.5,1972,1995,0.38
1995-07-31,105.3,76.5,0.21,105.7,76.4,113.8,71.0,2005,1965,0.21
1995-08-01,111.5,74.2,0.0,105.4,77.3,121.3,62.3,1993,1961,2.63
1995-08-02,104.8,73.3,0.0,105.8,76.6,114.4,64.5,1972,2017,0.07
1995-08-03,105.7,83.9,0.27,105.2,76.2,114.3,80.5,2006,2016,1.05
1995-08-04,106.7,82.9,0.12,105.4,77.0,113.1,76.9,2001,2019,0.94
1995-08-05,99.7,76.9,0.12,104.9,76.6,114.0,72.8,1991,1958,2.11
1995-08-06,106.0,74.6,0.1,104.4,76.7,110.2,68.8,2007,1986,1.34
1995-08-07,106.7,77.6,0.0,104.3,75.9,124.3,73.5,2001,1951,0.28
1995-08-08,106.6,77.3,0.0,104.2,75.1,122.7,67.6,2010,1973,0.26
1995-08-09,102.1,77.8,0.01,104.1,75.3,106.6,70.5,1953,1954,1.43
1995-08-10,108.7,82.0,1.15,103.3,75.6,118.0,75.3,1985,2004,1.35
1995-08-11,103.8,69.2,0.0,104.1,75.2,118.8,63.8,2014,1986,0.39
1995-08-12,105.7,77.1,0.0,103.6,75.4,119.7,66.3,1970,1990,0.3
1995-08-13,103.9,79.2,0.7,103.1,75.8,116.2,68.5,1956,2002,1.31
1995-08-14,105.4,72.3,0.0,103.3,74.4,113.6,61.5,1966,1999,0.74
1995-08-15,106.4,77.0,0.0,102.6,74.9,117.3,74.4,1986,2011,1.01
1995-08-16,116.6,76.9,0.0,102.4,74.6,129.0,68.9,1994,2003,0.23
1995-08-17,96.5,79.2,0.69,102.2,73.5,101.0,75.4,2020,1966,1.99
1995-08-18,108.4,71.8,0.43,102.0,74.0,114.2,61.7,1995,1987,1.79
1995-08-19,101.3,71.3,0.0,102.0,74.1,105.6,68.4,1962,1977,0.38
1995-08-20,96.6,79.2,0.32,102.2,73.4,101.8,74.7,1960,2013,0.66
1995-08-21,101.6,78.9,0.32,102.0,73.0,119.3,67.9,2021,2017,0.53
1995-08-22,96.4,71.7,0.0,101.0,72.9,110.0,66.0,2021,1961,0.3
1995-08-23,95.2,73.8,0.0,100.1,73.1,113.0,64.6,1964,2002,2.66
1995-08-24,90.9,73.2,0.0,101.1,73.0,97.6,64.6,1959,1962,2.57
1995-08-25,106.4,73.6,0.18,100.3,72.9,112.5,70.5,2003,2013,0.33
1995-08-26,101.2,68.1,0.0,99.5,72.7,115.3,57.2,2006,2001,0.92
1995-08-27,101.1,66.5,0.0,98.9,72.3,116.0,62.6,1994,2005,0.33
1995-08-28,99.5,77.7,0.0,99.3,71.4,114.8,70.0,1959,2013,0.86
1995-08-29,96.5,69.8,0.0,99.3,71.6,114.1,59.4,1974,2009,0.22
1995-08-30,98.1,73.3,0.0,98.2,71.4,103.9,61.4,2013,2019,0.02
1995-08-31,95.2,67.3,0.0,98.9,71.6,112.0,60.2,2016,1965,1.82
1995-09-01,96.4,69.2,0.0,98.6,71.2,106.2,60.2,1980,1975,0.19
1995-09-02,97.9,71.9,0.0,98.7,70.6,109.5,67.4,1992,2015,2.12
1995-09-03,94.0,67.8,0.39,97.4,70.7,110.8,59.7,1953,2003,0.92
1995-09-04,100.2,63.3,0.08,97.7,70.6,108.5,57.4,1981,2018,0.35
1995-09-05,97.4,64.1,0.0,97.0,70.4,113.7,54.0,1991,2007,0.45
1995-09-06,104.1,68.9,0.0,96.4,69.6,114.4,61.5,2017,1967,0.85
1995-09-07,95.8,70.5,0.0,96.7,69.2,103.9,66.1,1958,1992,3.12
1995-09-08,95.9,70.7,0.02,95.6,69.1,101.9,62.0,1976,1954,0.59
1995-09-09,91.6,68.2,0.16,95.8,69.4,108.5,58.9,1977,2021,1.69
1995-09-10,92.2,67.3,0.0,95.5,68.3,96.9,59.7,1981,1975,0.33
1995-09-11,91.9,66.2,0.15,94.6,68.8,95.7,61.6,2016,2003,1.11
1995-09-12,96.0,69.8,0.17,95.1,68.1,110.9,62.7,2006,1985,0.18
1995-09-13,94.5,67.3,0.25,94.6,68.1,99.2,63.2,2000,1966,0.8
1995-09-14,91.8,73.4,0.0,93.8,67.8,96.9,67.3,2013,2006,0.69
1995-09-15,94.1,68.5,0.0,93.4,67.5,108.1,64.2,2004,1968,0.0
1995-09-16,92.6,68.2,0.22,92.9,66.8,103.1,57.8,1983,1988,1.84
1995-09-17,92.1,64.4,0.0,92.6,67.0,98.7,53.7,1987,2008,1.44
1995-09-18,96.9,68.5,0.32,92.5,66.8,111.6,56.9,1961,2013,1.17
1995-09-19,84.1,65.7,0.0,92.2,66.0,91.1,56.2,1987,1958,0.45
1995-09-20,91.1,61.8,0.87,92.6,65.9,104.8,56.0,1963,2015,1.04
1995-09-21,92.3,65.0,0.0,91.5,65.0,106.7,53.4,1951,1968,2.39
1995-09-22,88.6,67.6,0.04,92.0,65.5,101.7,62.9,2008,1969,0.32
1995-09-23,88.0,58.8,0.0,90.9,65.1,92.1,53.6,1982,1959,0.9
1995-09-24,85.6,67.3,0.49,91.1,65.7,96.2,61.0,2021,1962,0.59
1995-09-25,90.4,66.3,0.27,90.0,65.1,95.2,58.4,1968,1965,0.35
1995-09-26,85.6,61.7,0.0,90.7,64.1,97.7,56.4,1953,2015,1.37
1995-09-27,86.6,69.2,0.0,89.5,64.7,97.8,61.8,2007,1964,0.29
1995-09-28,90.8,63.6,0.0,89.5,64.0,97.6,59.0,2016,1960,1.18
1995-09-29,83.0,62.1,0.0,88.7,63.0,100.3,53.5,1999,2003,0.46
1995-09-30,84.5,66.1,0.0,88.3,63.0,101.1,63.3,1966,1985,0.47
1995-10-01,87.5,64.1,0.0,87.8,63.0,103.2,53.8,1999,2009,1.69
1995-10-02,93.2,66.4,0.0,88.3,62.8,105.0,58.9,1973,1971,1.97
1995-10-03,91.3,59.0,0.0,87.5,63.1,103.4,50.5,1992,1965,0.19
1995-10-04,90.7,58.7,0.0,87.3,62.5,96.0,47.4,1973,2014,1.03
1995-10-05,88.4,64.0,0.0,87.3,61.7,105.8,54.9,1970,1972,0.25
1995-10-06,85.0,61.8,0.0,86.1,61.7,102.7,58.4,1997,2016,1.41
1995-10-07,92.2,71.2,0.0,86.3,61.2,106.8,59.4,1960,2000,0.63
1995-10-08,89.4,59.9,0.0,85.7,61.0,106.7,56.9,1958,2015,0.3
1995-10-09,83.3,60.9,0.0,85.8,61.3,91.2,52.6,1968,1980,0.16
1995-10-10,84.7,66.1,0.0,85.8,61.3,101.1,62.2,1993,1995,0.14
1995-10-11,82.8,64.4,0.0,84.9,60.6,86.0,60.5,1950,1950,0.62
1995-10-12,89.5,59.3,0.0,83.7,60.5,105.5,56.2,1980,1960,0.43
1995-10-13,77.0,60.4,0.0,84.3,59.9,84.3,52.3,1994,2009,1.41
1995-10-14,81.9,53.0,0.0,84.1,60.1,95.1,48.5,2017,1976,0.05
1995-10-15,79.2,60.0,0.0,84.0,59.4,92.6,57.1,1963,1951,0.16
1995-10-16,78.3,49.7,0.0,82.7,58.5,83.0,47.3,1980,2008,0.04
1995-10-17,81.4,62.7,0.0,82.6,58.2,87.1,52.6,1959,1952,0.58
1995-10-18,80.1,67.7,0.0,82.2,58.6,87.0,59.8,1977,1984,0.65
1995-10-19,83.9,59.8,0.0,81.8,58.3,97.1,52.9,1957,1989,0.32
1995-10-20,76.1,58.7,0.0,81.3,57.8,93.5,51.8,2008,1995,0.27
1995-10-21,78.4,56.4,0.0,81.7,58.3,89.9,51.6,1954,1953,0.43
1995-10-22,81.1,54.5,0.0,81.6,57.7,88.4,51.2,2001,2000,3.27
1995-10-23,80.1,57.8,0.0,80.9,57.6,84.1,49.7,1961,2006,0.02
1995-10-24,80.1,56.4,0.0,80.4,57.2,88.7,52.0,2014,2006,0.5
1995-10-25,78.1,54.1,0.0,80.0,56.1,84.2,43.4,1991,1975,0.3
1995-10-26,79.1,57.4,0.0,78.9,56.9,89.0,49.6,1995,1958,0.38
1995-10-27,81.9,57.8,0.0,79.5,56.7,95.1,52.1,1980,2008,1.53
1995-10-28,76.8,57.1,0.0,79.7,55.9,85.6,47.6,1986,1961,0.54
1995-10-29,80.2,57.5,0.0,79.0,56.1,88.4,53.0,1994,1952,0.06
1995-10-30,80.3,56.9,0.0,78.5,54.7,94.9,46.4,1959,1965,1.07
1995-10-31,80.9,54.6,0.0,78.3,55.3,94.8,50.1,1955,2021,0.25
1995-11-01,71.2,56.7,0.0,77.8,54.5,81.1,45.5,2017,2019,0.56
1995-11-02,81.3,56.4,0.0,77.6,55.5,96.5,50.3,2010,1975,0.64
1995-11-03,72.7,55.4,0.0,77.3,54.3,83.8,52.8,1985,1997,2.22
