date,seattle_soil_moisture_vol,new_york_soil_moisture_vol,phoenix_soil_moisture_vol,seattle_saturation_pct,new_york_saturation_pct,phoenix_saturation_pct,data_source
1995-03-28,0.5,0.5,0.02,100.0,100.0,4.0,NASA_SMAP_Simulated
1995-03-29,0.5,0.4955,0.02,100.0,99.1,4.0,NASA_SMAP_Simulated
1995-03-30,0.5,0.491,0.02,100.0,98.2,4.0,NASA_SMAP_Simulated
1995-03-31,0.5,0.5,0.02,100.0,100.0,4.0,NASA_SMAP_Simulated
1995-04-01,0.5,0.5,0.02,100.0,100.0,4.0,NASA_SMAP_Simulated
1995-04-02,0.5,0.5,0.02,100.0,100.0,4.0,NASA_SMAP_Simulated
1995-04-03,0.5,0.5,0.02,100.0,100.0,4.0,NASA_SMAP_Simulated
1995-04-04,0.4955,0.5,0.02,99.1,100.0,4.0,NASA_SMAP_Simulated
1995-04-05,0.5,0.4955,0.02,100.0,99.1,4.0,NASA_SMAP_Simulated
1995-04-06,0.4955,0.491,0.02,99.1,98.2,4.0,NASA_SMAP_Simulated
1995-04-07,0.491,0.4865,0.02,98.2,97.3,4.0,NASA_SMAP_Simulated
1995-04-08,0.4865,0.486,0.02,97.3,97.2,4.0,NASA_SMAP_Simulated
1995-04-09,0.5,0.4815,0.02,100.0,96.3,4.0,NASA_SMAP_Simulated
1995-04-10,0.4955,0.497,0.02,99.1,99.4,4.0,NASA_SMAP_Simulated
1995-04-11,0.499,0.5,0.02,99.8,100.0,4.0,NASA_SMAP_Simulated
1995-04-12,0.5,0.4955,0.02,100.0,99.1,4.0,NASA_SMAP_Simulated
1995-04-13,0.4955,0.491,0.1915,99.1,98.2,38.3,NASA_SMAP_Simulated
1995-04-14,0.5,0.4946,0.1871,100.0,98.9,37.4,NASA_SMAP_Simulated
1995-04-15,0.5,0.4901,0.1826,100.0,98.0,36.5,NASA_SMAP_Simulated
1995-04-16,0.4955,0.4857,0.1781,99.1,97.1,35.6,NASA_SMAP_Simulated
1995-04-17,0.4951,0.4812,0.1737,99.0,96.2,34.7,NASA_SMAP_Simulated
1995-04-18,0.5,0.5,0.1692,100.0,100.0,33.8,NASA_SMAP_Simulated
1995-04-19,0.4956,0.5,0.1648,99.1,100.0,33.0,NASA_SMAP_Simulated
1995-04-20,0.5,0.4956,0.1604,100.0,99.1,32.1,NASA_SMAP_Simulated
1995-04-21,0.4956,0.5,0.1559,99.1,100.0,31.2,NASA_SMAP_Simulated
1995-04-22,0.4912,0.4956,0.1875,98.2,99.1,37.5,NASA_SMAP_Simulated
1995-04-23,0.4868,0.5,0.1831,97.4,100.0,36.6,NASA_SMAP_Simulated
1995-04-24,0.4824,0.5,0.1787,96.5,100.0,35.7,NASA_SMAP_Simulated
1995-04-25,0.478,0.5,0.1743,95.6,100.0,34.9,NASA_SMAP_Simulated
1995-04-26,0.4736,0.4956,0.31,94.7,99.1,62.0,NASA_SMAP_Simulated
1995-04-27,0.4692,0.4913,0.3056,93.8,98.3,61.1,NASA_SMAP_Simulated
1995-04-28,0.5,0.4949,0.3012,100.0,99.0,60.2,NASA_SMAP_Simulated
1995-04-29,0.4957,0.4906,0.2969,99.1,98.1,59.4,NASA_SMAP_Simulated
1995-04-30,0.4913,0.5,0.2926,98.3,100.0,58.5,NASA_SMAP_Simulated
1995-05-01,0.487,0.4957,0.2883,97.4,99.1,57.7,NASA_SMAP_Simulated
1995-05-02,0.4827,0.5,0.2839,96.5,100.0,56.8,NASA_SMAP_Simulated
1995-05-03,0.4904,0.5,0.2796,98.1,100.0,55.9,NASA_SMAP_Simulated
1995-05-04,0.4861,0.4957,0.2754,97.2,99.1,55.1,NASA_SMAP_Simulated
1995-05-05,0.4819,0.4915,0.2711,96.4,98.3,54.2,NASA_SMAP_Simulated
1995-05-06,0.4936,0.4872,0.2668,98.7,97.4,53.4,NASA_SMAP_Simulated
1995-05-07,0.4894,0.5,0.2626,97.9,100.0,52.5,NASA_SMAP_Simulated
1995-05-08,0.5,0.5,0.2584,100.0,100.0,51.7,NASA_SMAP_Simulated
1995-05-09,0.4958,0.4958,0.2542,99.2,99.2,50.8,NASA_SMAP_Simulated
1995-05-10,0.4916,0.4916,0.25,98.3,98.3,50.0,NASA_SMAP_Simulated
1995-05-11,0.4874,0.4874,0.2458,97.5,97.5,49.2,NASA_SMAP_Simulated
1995-05-12,0.5,0.4833,0.3336,100.0,96.7,66.7,NASA_SMAP_Simulated
1995-05-13,0.5,0.5,0.3295,100.0,100.0,65.9,NASA_SMAP_Simulated
1995-05-14,0.4959,0.5,0.3254,99.2,100.0,65.1,NASA_SMAP_Simulated
1995-05-15,0.4918,0.5,0.3212,98.4,100.0,64.2,NASA_SMAP_Simulated
1995-05-16,0.5,0.4959,0.3172,100.0,99.2,63.4,NASA_SMAP_Simulated
1995-05-17,0.5,0.4918,0.3131,100.0,98.4,62.6,NASA_SMAP_Simulated
1995-05-18,0.4959,0.4878,0.309,99.2,97.6,61.8,NASA_SMAP_Simulated
1995-05-19,0.4919,0.5,0.305,98.4,100.0,61.0,NASA_SMAP_Simulated
1995-05-20,0.5,0.5,0.301,100.0,100.0,60.2,NASA_SMAP_Simulated
1995-05-21,0.5,0.496,0.297,100.0,99.2,59.4,NASA_SMAP_Simulated
1995-05-22,0.496,0.492,0.293,99.2,98.4,58.6,NASA_SMAP_Simulated
1995-05-23,0.4921,0.5,0.289,98.4,100.0,57.8,NASA_SMAP_Simulated
1995-05-24,0.4881,0.4961,0.2851,97.6,99.2,57.0,NASA_SMAP_Simulated
1995-05-25,0.4842,0.4921,0.2811,96.8,98.4,56.2,NASA_SMAP_Simulated
1995-05-26,0.4803,0.4882,0.2772,96.1,97.6,55.4,NASA_SMAP_Simulated
1995-05-27,0.4764,0.5,0.2734,95.3,100.0,54.7,NASA_SMAP_Simulated
1995-05-28,0.4725,0.4961,0.2695,94.5,99.2,53.9,NASA_SMAP_Simulated
1995-05-29,0.4687,0.4923,0.2657,93.7,98.5,53.1,NASA_SMAP_Simulated
1995-05-30,0.4729,0.4885,0.2618,94.6,97.7,52.4,NASA_SMAP_Simulated
1995-05-31,0.4691,0.4847,0.258,93.8,96.9,51.6,NASA_SMAP_Simulated
1995-06-01,0.4653,0.4809,0.2543,93.1,96.2,50.9,NASA_SMAP_Simulated
1995-06-02,0.4616,0.4772,0.2505,92.3,95.4,50.1,NASA_SMAP_Simulated
1995-06-03,0.4578,0.4734,0.2468,91.6,94.7,49.4,NASA_SMAP_Simulated
1995-06-04,0.4541,0.4777,0.2431,90.8,95.5,48.6,NASA_SMAP_Simulated
1995-06-05,0.4704,0.482,0.2394,94.1,96.4,47.9,NASA_SMAP_Simulated
1995-06-06,0.5,0.4944,0.4397,100.0,98.9,87.9,NASA_SMAP_Simulated
1995-06-07,0.4964,0.4907,0.4361,99.3,98.1,87.2,NASA_SMAP_Simulated
1995-06-08,0.4927,0.5,0.4325,98.5,100.0,86.5,NASA_SMAP_Simulated
1995-06-09,0.4892,0.5,0.4289,97.8,100.0,85.8,NASA_SMAP_Simulated
1995-06-10,0.4856,0.5,0.4253,97.1,100.0,85.1,NASA_SMAP_Simulated
1995-06-11,0.482,0.5,0.4218,96.4,100.0,84.4,NASA_SMAP_Simulated
1995-06-12,0.4785,0.4965,0.4183,95.7,99.3,83.7,NASA_SMAP_Simulated
1995-06-13,0.475,0.5,0.4148,95.0,100.0,83.0,NASA_SMAP_Simulated
1995-06-14,0.5,0.4965,0.4113,100.0,99.3,82.3,NASA_SMAP_Simulated
1995-06-15,0.4966,0.4931,0.4079,99.3,98.6,81.6,NASA_SMAP_Simulated
1995-06-16,0.5,0.5,0.4044,100.0,100.0,80.9,NASA_SMAP_Simulated
1995-06-17,0.4966,0.4966,0.401,99.3,99.3,80.2,NASA_SMAP_Simulated
1995-06-18,0.5,0.4932,0.3977,100.0,98.6,79.5,NASA_SMAP_Simulated
1995-06-19,0.4967,0.5,0.3943,99.3,100.0,78.9,NASA_SMAP_Simulated
1995-06-20,0.4933,0.4967,0.391,98.7,99.3,78.2,NASA_SMAP_Simulated
1995-06-21,0.49,0.5,0.3877,98.0,100.0,77.5,NASA_SMAP_Simulated
1995-06-22,0.4868,0.4967,0.3844,97.4,99.3,76.9,NASA_SMAP_Simulated
1995-06-23,0.4835,0.4935,0.4212,96.7,98.7,84.2,NASA_SMAP_Simulated
1995-06-24,0.5,0.5,0.418,100.0,100.0,83.6,NASA_SMAP_Simulated
1995-06-25,0.5,0.4968,0.4148,100.0,99.4,83.0,NASA_SMAP_Simulated
1995-06-26,0.5,0.4936,0.4116,100.0,98.7,82.3,NASA_SMAP_Simulated
1995-06-27,0.5,0.4905,0.4085,100.0,98.1,81.7,NASA_SMAP_Simulated
1995-06-28,0.4969,0.4874,0.4054,99.4,97.5,81.1,NASA_SMAP_Simulated
1995-06-29,0.4938,0.4843,0.4023,98.8,96.9,80.5,NASA_SMAP_Simulated
1995-06-30,0.4907,0.4812,0.3992,98.1,96.2,79.8,NASA_SMAP_Simulated
1995-07-01,0.4877,0.5,0.4002,97.5,100.0,80.0,NASA_SMAP_Simulated
1995-07-02,0.4847,0.5,0.4772,96.9,100.0,95.4,NASA_SMAP_Simulated
1995-07-03,0.5,0.5,0.4742,100.0,100.0,94.8,NASA_SMAP_Simulated
1995-07-04,0.5,0.5,0.4712,100.0,100.0,94.2,NASA_SMAP_Simulated
1995-07-05,0.4971,0.5,0.4683,99.4,100.0,93.7,NASA_SMAP_Simulated
1995-07-06,0.4942,0.4971,0.4654,98.8,99.4,93.1,NASA_SMAP_Simulated
1995-07-07,0.4913,0.4942,0.4625,98.3,98.8,92.5,NASA_SMAP_Simulated
1995-07-08,0.4884,0.4913,0.4596,97.7,98.3,91.9,NASA_SMAP_Simulated
1995-07-09,0.5,0.4885,0.4568,100.0,97.7,91.4,NASA_SMAP_Simulated
1995-07-10,0.4972,0.4857,0.454,99.4,97.1,90.8,NASA_SMAP_Simulated
1995-07-11,0.5,0.4829,0.5,100.0,96.6,100.0,NASA_SMAP_Simulated
1995-07-12,0.4972,0.4802,0.5,99.4,96.0,100.0,NASA_SMAP_Simulated
1995-07-13,0.4945,0.4774,0.4973,98.9,95.5,99.5,NASA_SMAP_Simulated
1995-07-14,0.4918,0.5,0.4946,98.4,100.0,98.9,NASA_SMAP_Simulated
1995-07-15,0.5,0.4973,0.5,100.0,99.5,100.0,NASA_SMAP_Simulated
1995-07-16,0.5,0.4947,0.4973,100.0,98.9,99.5,NASA_SMAP_Simulated
1995-07-17,0.5,0.492,0.5,100.0,98.4,100.0,NASA_SMAP_Simulated
1995-07-18,0.4974,0.5,0.5,99.5,100.0,100.0,NASA_SMAP_Simulated
1995-07-19,0.4948,0.4974,0.4974,99.0,99.5,99.5,NASA_SMAP_Simulated
1995-07-20,0.4923,0.5,0.4949,98.5,100.0,99.0,NASA_SMAP_Simulated
1995-07-21,0.4897,0.4975,0.5,97.9,99.5,100.0,NASA_SMAP_Simulated
1995-07-22,0.5,0.495,0.4975,100.0,99.0,99.5,NASA_SMAP_Simulated
1995-07-23,0.5,0.4925,0.495,100.0,98.5,99.0,NASA_SMAP_Simulated
1995-07-24,0.5,0.49,0.5,100.0,98.0,100.0,NASA_SMAP_Simulated
1995-07-25,0.5,0.5,0.4976,100.0,100.0,99.5,NASA_SMAP_Simulated
1995-07-26,0.4976,0.4976,0.5,99.5,99.5,100.0,NASA_SMAP_Simulated
1995-07-27,0.5,0.4952,0.5,100.0,99.0,100.0,NASA_SMAP_Simulated
1995-07-28,0.4976,0.5,0.4976,99.5,100.0,99.5,NASA_SMAP_Simulated
1995-07-29,0.4953,0.4977,0.4953,99.1,99.5,99.1,NASA_SMAP_Simulated
1995-07-30,0.493,0.5,0.5,98.6,100.0,100.0,NASA_SMAP_Simulated
1995-07-31,0.4907,0.5,0.5,98.1,100.0,100.0,NASA_SMAP_Simulated
1995-08-01,0.4884,0.5,0.4977,97.7,100.0,99.5,NASA_SMAP_Simulated
1995-08-02,0.4862,0.5,0.4955,97.2,100.0,99.1,NASA_SMAP_Simulated
1995-08-03,0.4839,0.5,0.5,96.8,100.0,100.0,NASA_SMAP_Simulated
1995-08-04,0.5,0.4978,0.5,100.0,99.6,100.0,NASA_SMAP_Simulated
1995-08-05,0.4978,0.4956,0.5,99.6,99.1,100.0,NASA_SMAP_Simulated
1995-08-06,0.5,0.5,0.5,100.0,100.0,100.0,NASA_SMAP_Simulated
1995-08-07,0.4979,0.5,0.4979,99.6,100.0,99.6,NASA_SMAP_Simulated
1995-08-08,0.4957,0.4979,0.4957,99.1,99.6,99.1,NASA_SMAP_Simulated
1995-08-09,0.5,0.5,0.4976,100.0,100.0,99.5,NASA_SMAP_Simulated
1995-08-10,0.5,0.5,0.5,100.0,100.0,100.0,NASA_SMAP_Simulated
1995-08-11,0.5,0.5,0.4979,100.0,100.0,99.6,NASA_SMAP_Simulated
1995-08-12,0.498,0.498,0.4959,99.6,99.6,99.2,NASA_SMAP_Simulated
1995-08-13,0.4959,0.4959,0.5,99.2,99.2,100.0,NASA_SMAP_Simulated
1995-08-14,0.4939,0.5,0.498,98.8,100.0,99.6,NASA_SMAP_Simulated
1995-08-15,0.492,0.498,0.496,98.4,99.6,99.2,NASA_SMAP_Simulated
1995-08-16,0.5,0.4961,0.4941,100.0,99.2,98.8,NASA_SMAP_Simulated
1995-08-17,0.4981,0.4941,0.5,99.6,98.8,100.0,NASA_SMAP_Simulated
1995-08-18,0.4961,0.5,0.5,99.2,100.0,100.0,NASA_SMAP_Simulated
1995-08-19,0.4942,0.5,0.4981,98.8,100.0,99.6,NASA_SMAP_Simulated
1995-08-20,0.4923,0.5,0.5,98.5,100.0,100.0,NASA_SMAP_Simulated
1995-08-21,0.4905,0.4981,0.5,98.1,99.6,100.0,NASA_SMAP_Simulated
1995-08-22,0.5,0.4963,0.4981,100.0,99.3,99.6,NASA_SMAP_Simulated
1995-08-23,0.4982,0.5,0.4963,99.6,100.0,99.3,NASA_SMAP_Simulated
1995-08-24,0.5,0.5,0.4945,100.0,100.0,98.9,NASA_SMAP_Simulated
1995-08-25,0.4982,0.4982,0.5,99.6,99.6,100.0,NASA_SMAP_Simulated
1995-08-26,0.5,0.4964,0.4982,100.0,99.3,99.6,NASA_SMAP_Simulated
1995-08-27,0.4982,0.4946,0.4964,99.6,98.9,99.3,NASA_SMAP_Simulated
1995-08-28,0.4965,0.4929,0.4947,99.3,98.6,98.9,NASA_SMAP_Simulated
1995-08-29,0.4947,0.4911,0.4929,98.9,98.2,98.6,NASA_SMAP_Simulated
1995-08-30,0.493,0.4894,0.4912,98.6,97.9,98.2,NASA_SMAP_Simulated
1995-08-31,0.4913,0.4877,0.4895,98.3,97.5,97.9,NASA_SMAP_Simulated
1995-09-01,0.4896,0.486,0.4878,97.9,97.2,97.6,NASA_SMAP_Simulated
1995-09-02,0.5,0.5,0.4861,100.0,100.0,97.2,NASA_SMAP_Simulated
1995-09-03,0.4983,0.5,0.5,99.7,100.0,100.0,NASA_SMAP_Simulated
1995-09-04,0.4967,0.5,0.5,99.3,100.0,100.0,NASA_SMAP_Simulated
1995-09-05,0.495,0.4983,0.4983,99.0,99.7,99.7,NASA_SMAP_Simulated
1995-09-06,0.4934,0.4967,0.4967,98.7,99.3,99.3,NASA_SMAP_Simulated
1995-09-07,0.5,0.5,0.4951,100.0,100.0,99.0,NASA_SMAP_Simulated
1995-09-08,0.5,0.5,0.5,100.0,100.0,100.0,NASA_SMAP_Simulated
1995-09-09,0.4984,0.5,0.5,99.7,100.0,100.0,NASA_SMAP_Simulated
1995-09-10,0.4968,0.5,0.4984,99.4,100.0,99.7,NASA_SMAP_Simulated
1995-09-11,0.4952,0.5,0.5,99.0,100.0,100.0,NASA_SMAP_Simulated
1995-09-12,0.4936,0.5,0.5,98.7,100.0,100.0,NASA_SMAP_Simulated
1995-09-13,0.5,0.4984,0.5,100.0,99.7,100.0,NASA_SMAP_Simulated
1995-09-14,0.4984,0.4969,0.4984,99.7,99.4,99.7,NASA_SMAP_Simulated
1995-09-15,0.4969,0.5,0.4969,99.4,100.0,99.4,NASA_SMAP_Simulated
1995-09-16,0.5,0.4984,0.5,100.0,99.7,100.0,NASA_SMAP_Simulated
1995-09-17,0.4985,0.5,0.4985,99.7,100.0,99.7,NASA_SMAP_Simulated
1995-09-18,0.4969,0.5,0.5,99.4,100.0,100.0,NASA_SMAP_Simulated
1995-09-19,0.5,0.5,0.4985,100.0,100.0,99.7,NASA_SMAP_Simulated
1995-09-20,0.5,0.4985,0.5,100.0,99.7,100.0,NASA_SMAP_Simulated
1995-09-21,0.5,0.4969,0.4985,100.0,99.4,99.7,NASA_SMAP_Simulated
1995-09-22,0.4985,0.4954,0.5,99.7,99.1,100.0,NASA_SMAP_Simulated
1995-09-23,0.5,0.5,0.4985,100.0,100.0,99.7,NASA_SMAP_Simulated
1995-09-24,0.5,0.4985,0.5,100.0,99.7,100.0,NASA_SMAP_Simulated
1995-09-25,0.5,0.497,0.5,100.0,99.4,100.0,NASA_SMAP_Simulated
1995-09-26,0.5,0.4955,0.4985,100.0,99.1,99.7,NASA_SMAP_Simulated
1995-09-27,0.4985,0.5,0.497,99.7,100.0,99.4,NASA_SMAP_Simulated
1995-09-28,0.497,0.5,0.4955,99.4,100.0,99.1,NASA_SMAP_Simulated
1995-09-29,0.5,0.4985,0.494,100.0,99.7,98.8,NASA_SMAP_Simulated
1995-09-30,0.4985,0.5,0.4925,99.7,100.0,98.5,NASA_SMAP_Simulated
1995-10-01,0.497,0.5,0.491,99.4,100.0,98.2,NASA_SMAP_Simulated
1995-10-02,0.5,0.4985,0.4895,100.0,99.7,97.9,NASA_SMAP_Simulated
1995-10-03,0.5,0.497,0.488,100.0,99.4,97.6,NASA_SMAP_Simulated
1995-10-04,0.4985,0.4955,0.4865,99.7,99.1,97.3,NASA_SMAP_Simulated
1995-10-05,0.497,0.5,0.485,99.4,100.0,97.0,NASA_SMAP_Simulated
1995-10-06,0.4955,0.5,0.4835,99.1,100.0,96.7,NASA_SMAP_Simulated
1995-10-07,0.5,0.5,0.482,100.0,100.0,96.4,NASA_SMAP_Simulated
1995-10-08,0.4985,0.4985,0.4805,99.7,99.7,96.1,NASA_SMAP_Simulated
1995-10-09,0.5,0.497,0.4789,100.0,99.4,95.8,NASA_SMAP_Simulated
1995-10-10,0.4985,0.4955,0.4774,99.7,99.1,95.5,NASA_SMAP_Simulated
1995-10-11,0.497,0.5,0.4759,99.4,100.0,95.2,NASA_SMAP_Simulated
1995-10-12,0.4954,0.5,0.4744,99.1,100.0,94.9,NASA_SMAP_Simulated
1995-10-13,0.4939,0.4985,0.4729,98.8,99.7,94.6,NASA_SMAP_Simulated
1995-10-14,0.5,0.4969,0.4713,100.0,99.4,94.3,NASA_SMAP_Simulated
1995-10-15,0.4985,0.5,0.4698,99.7,100.0,94.0,NASA_SMAP_Simulated
1995-10-16,0.5,0.4985,0.4682,100.0,99.7,93.6,NASA_SMAP_Simulated
1995-10-17,0.4984,0.5,0.4667,99.7,100.0,93.3,NASA_SMAP_Simulated
1995-10-18,0.5,0.4984,0.4651,100.0,99.7,93.0,NASA_SMAP_Simulated
1995-10-19,0.5,0.4969,0.4636,100.0,99.4,92.7,NASA_SMAP_Simulated
1995-10-20,0.5,0.5,0.462,100.0,100.0,92.4,NASA_SMAP_Simulated
1995-10-21,0.4984,0.5,0.4604,99.7,100.0,92.1,NASA_SMAP_Simulated
1995-10-22,0.5,0.4984,0.4588,100.0,99.7,91.8,NASA_SMAP_Simulated
1995-10-23,0.5,0.4968,0.4572,100.0,99.4,91.4,NASA_SMAP_Simulated
1995-10-24,0.4984,0.4952,0.4556,99.7,99.0,91.1,NASA_SMAP_Simulated
